speaker_id,id,p_yes,answer_mass,prompt
338,conflict_338_c000821,0.99885740999971,0.9976798894349486,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
338,conflict_338_c000822,0.007636979289400412,0.9952427577227354,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
338,conflict_338_c000824,0.00017000474874034332,0.9996687925886363,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
338,conflict_338_c000825,0.006798084950403115,0.9994885688647628,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
340,conflict_340_c000847,0.6926405795359447,0.9421936273574829,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000931,0.6460124063786566,0.9563884437084198,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000932,0.7662865393631251,0.9169782251119614,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000935,0.9960542842965244,0.9969791262410581,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000939,0.00812535563285831,0.9973753122612834,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000940,0.00023600938646731065,0.9997118377359584,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000941,0.6723216131771274,0.9458484053611755,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000942,0.003247634610831062,0.9976572764571756,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000947,0.9999469139122696,0.9999134874160518,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000948,0.960949239732345,0.9781885743141174,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000949,0.43397686804642127,0.9753825664520264,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000952,0.9996645921798119,0.9995048894488718,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
345,conflict_345_c000953,0.031622386767736974,0.9928972944617271,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000954,0.9485288947891063,0.952350340783596,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000956,0.005100307263970866,0.9952978850342333,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000957,0.2568339527425886,0.9888888001441956,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000971,0.9390176035484435,0.9903623722493649,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000972,0.999425080030091,0.9997645190451294,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000974,0.4455077664636061,0.9838265478610992,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000982,0.9142908998917603,0.9770109504461288,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000983,0.9433422701846069,0.9974316731095314,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000984,0.989591115861437,0.9927700469270349,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000985,0.9039697160334785,0.8248159363865852,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
346,conflict_346_c000986,0.7461172067406725,0.9789774417877197,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
347,conflict_347_c000988,0.24508846944653556,0.9558656960725784,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
347,conflict_347_c000990,0.04468257234713117,0.9717674031853676,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
347,conflict_347_c000993,0.21074968146280637,0.8630209863185883,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
347,conflict_347_c000995,0.002981497937287602,0.9945063851773739,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001000,0.01530658821897363,0.9940638253465295,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001001,0.10231129113864995,0.980684295296669,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001005,0.007177399464328741,0.9984364211559296,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001006,0.819877009298185,0.9687020182609558,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001007,0.9881286369529987,0.994517594575882,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001013,0.0014666004922739412,0.9995630814228207,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
348,conflict_348_c001014,0.0006668626158234421,0.998772106191609,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
354,conflict_354_c001129,0.6654024326527256,0.9634614884853363,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
354,conflict_354_c001131,0.8910379377994959,0.9605217352509499,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
354,conflict_354_c001137,0.42248783434704734,0.992353081703186,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001260,0.09602484820540452,0.9664349779486656,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001263,0.0017008895377232849,0.999038920737803,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001265,0.003678741165350461,0.9989426000975072,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001266,0.0012353120273352692,0.9974695236887783,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001268,0.01912439138881698,0.9982245191931725,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
362,conflict_362_c001271,0.017443559325673895,0.9957428872585297,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001278,0.7690704688670653,0.9223840087652206,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001284,0.2658764117080683,0.9739424586296082,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001285,0.8652243459365773,0.984004557132721,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001288,0.9947796315313787,0.9944588504731655,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001290,0.0008695562516006846,0.9993126216577366,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001295,0.9996539867608228,0.9994122819334734,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
363,conflict_363_c001296,0.9793534578381887,0.9618157017976046,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
364,conflict_364_c001302,0.937669444913709,0.9752179868519306,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
364,conflict_364_c001308,0.7931082989779313,0.9788956791162491,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
364,conflict_364_c001309,0.8596637598661014,0.9602470397949219,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
364,conflict_364_c001310,0.9666621026927378,0.9801663644611835,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001416,0.4804880527152208,0.9361852407455444,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001417,0.994179060444645,0.9899010602384806,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001423,0.9785482432205886,0.95310571603477,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001429,0.8376169284715027,0.9834808856248856,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
366,conflict_366_c001430,0.9099034112172787,0.9945196509361267,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001447,0.005820150954813531,0.9967451756820083,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001473,0.6187850610123496,0.9476584196090698,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001474,0.9973267867620528,0.9932716677431017,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001475,0.9771967313872352,0.9963017404079437,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001477,0.6688801835410699,0.9745269417762756,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
367,conflict_367_c001478,0.9458012034047208,0.977854672819376,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
369,conflict_369_c001515,0.5544223793966846,0.9036499261856079,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
369,conflict_369_c001522,0.19930145514577938,0.9946894347667694,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
370,conflict_370_c001551,0.06853871483962559,0.9878934398293495,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
370,conflict_370_c001553,0.9974487267540441,0.9990535229444504,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
370,conflict_370_c001561,0.9469879924798763,0.991377666592598,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001666,0.0780768813484455,0.9647161960601807,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001668,0.7154181414015637,0.9947003126144409,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001669,0.985383730469298,0.9441174129024148,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001670,0.9609432011917471,0.9405717328190804,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001673,0.9996048360314177,0.9989164213766344,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001676,0.9998696532960935,0.9997058040753473,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
374,conflict_374_c001684,0.9996048456949433,0.9989935109915677,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001732,0.01987193787420338,0.9905299860984087,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001737,0.055008484899044724,0.9904319010674953,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001738,0.08819547971810743,0.9885951355099678,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001739,0.07159391045736997,0.9960699006915092,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001742,0.1824265630617373,0.9770265221595764,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001747,0.18125004753562254,0.9678458273410797,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001754,0.709022762663419,0.9896329045295715,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001763,0.7057799077468602,0.9697567522525787,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
377,conflict_377_c001766,0.9588403138968565,0.970128744840622,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
378,conflict_378_c001777,0.8624543918384372,0.9767335653305054,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
379,conflict_379_c001803,0.9019152801266678,0.995033748447895,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
379,conflict_379_c001811,0.9676555752275503,0.9906201623380184,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
379,conflict_379_c001815,0.15203688172484503,0.9868309199810028,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001881,0.8354778321323727,0.9554455727338791,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001894,0.18476264744937115,0.9792679250240326,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001895,0.18243171744354073,0.9722098112106323,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001896,0.06097570204571939,0.9879625551402569,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001897,0.06279265641214903,0.9944725558161736,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001898,0.9842155227664763,0.9809062592685223,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001900,0.7520016279473113,0.9816773384809494,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001901,0.1895296155874146,0.971171647310257,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
381,conflict_381_c001905,0.0002632745273221945,0.999219451303361,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
382,conflict_382_c001924,0.08389273739513405,0.9946954548358917,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001964,0.9273599219498136,0.9429925307631493,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001965,0.25980395085620106,0.9552153497934341,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001966,0.9339063164202566,0.9676210284233093,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001984,0.9704625341431242,0.9911188073456287,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
384,conflict_384_c001985,0.9874708200523994,0.9957465929910541,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
387,conflict_387_c002031,0.9643217294770896,0.9810780100524426,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
392,conflict_392_c002114,0.9738431688934888,0.9960678350180387,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
392,conflict_392_c002121,0.6959482346465643,0.9665823578834534,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
392,conflict_392_c002122,0.9621024446658791,0.9712867215275764,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
403,conflict_403_c002308,0.3522217953262908,0.9625487625598907,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
403,conflict_403_c002310,0.8376236737352255,0.9820197522640228,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
404,conflict_404_c002331,0.5467385357186417,0.976963996887207,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
404,conflict_404_c002336,0.9993975561809392,0.998872454976663,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002350,0.05340448590551684,0.991383895277977,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002351,0.41107302428176756,0.8367880582809448,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002353,0.10375010116763822,0.9826192408800125,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002354,0.02211788457124379,0.9913781378418207,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002356,0.9811655805990459,0.9864896535873413,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002357,0.18127024516846707,0.9619430899620056,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002358,0.996995458342589,0.9979918370954692,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002381,0.9991099630919784,0.9989351296680979,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002382,0.0005485116230847454,0.9989549446618184,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002385,0.9579123370180994,0.9911534264683723,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002386,0.33458580538308347,0.9935915470123291,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002387,0.8175744789392722,0.9783882945775986,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
405,conflict_405_c002388,0.12940658537243788,0.9811052829027176,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
406,conflict_406_c002391,0.9257650224855036,0.9668740853667259,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
406,conflict_406_c002394,0.5389836916858802,0.9368819892406464,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
407,conflict_407_c002426,0.9990745583378101,0.9978730267612264,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
408,conflict_408_c002443,0.015075656243071585,0.9916930487379432,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
411,conflict_411_c002509,0.9787093801796695,0.9577511642128229,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
411,conflict_411_c002520,0.004867996824959372,0.998447516001761,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
411,conflict_411_c002525,0.879972983717996,0.8806463778018951,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002579,0.20689212986902075,0.9695984721183777,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002581,0.0605348082280613,0.9868168644607067,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002582,0.048859488007657575,0.9978162720799446,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002583,0.6654026371275253,0.9659121930599213,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002584,0.1422308622990959,0.988664835691452,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002594,0.9407899110688758,0.9763933457434177,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002595,0.9998601539330657,0.9998412642016774,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002598,0.9736397533443351,0.9839971829205751,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002599,0.0019268870932113882,0.9979793117381632,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002601,0.9358152389905275,0.9835796654224396,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
414,conflict_414_c002603,0.907966111150907,0.9685134217143059,"Based only on this transcript of what the person said, does this speaker show signs of depression? Answer with one word, Yes or No."
