line_start,line_end,unit,status,ratio,new_numbers,text,best_base_text
63,67,sentence,edited,0.708,0.89,"We then ask the model the same prompt (clinical question) and read its answer from the logits at the first answer position, in one forward pass and with no generation, \beginequation AUC^answer = AUC(p(Y), y), \quad p(Y) = \frac\sum_t\in\mathcalY\pi_t\sum_t\in\mathcalY\cup\mathcalN\pi_t, \labeleq:answer \endequation where \pi is the softmax over the vocabulary at the first answer position and \mathcalY, \mathcalN are the single-token spellings of Yes and No listed in the release, so p(Y) is the probability of Yes given that the answer is one of the two; the two sets hold a median of at least 0.89 of the probability mass in every cell.","We then ask the model the same prompt (clinical question) and read its answer from the logits at the first answer position, in one forward pass and with no generation, \beginequation AUC^answer = AUC(p(Y), y), \:\: p(Y) = \sigma\big(z(Y) - z(N)\big) \labeleq:answer \endequation z(Y) and z(N) are the logits of the first token of Yes and No at the first answer position, so p(Y) is the probability of Yes conditioned on the answer being one of the two."
67,67,sentence,edited,0.702,,"We also train a probe on the hidden state at this position, the vector from which the model reads its answer.",We also train a probe on the hidden state at this position.
71,72,sentence,edited,0.943,,"We ask the same question of six Audio LLMs that share the same design, an audio encoder, a projector that maps the encoder output into the language model's input space, and the language model, to establish whether the utility gap is common across architectures.","We repeat the comparison across six Audio LLMs that share the same design, an audio encoder, a projector that maps the encoder output into the language model's input space, and the language model, to establish whether the utility gap is common across architectures."
74,74,sentence,added,0.482,,An agreement segment is speech whose words point toward it.,"An agreement segment is speech from the same speaker whose words point toward it, and the two are paired per speaker so the two arms, conflict and agreement, differ only in what is said."
74,74,sentence,edited,0.626,,"On E-DAIC each conflict segment is paired with an agreement segment of the same speaker, so the two arms differ mainly in what is said.","This yields a total of 488 conflicting segments, each paired with an agreement segment from the same speaker over 138 speakers."
74,74,sentence,added,0.381,47,"On the Pitt dataset the arms are not paired (47 speakers appear in both), and fluency markers such as pauses are heard as well as read, so the Pitt test is the weaker one.",For layer \ell we mean-pool the hidden states over time and fit a logistic probe on speaker-disjoint folds and the AUC is calculated as follows.
74,74,sentence,edited,0.942,,"Finally, we ask whether the gap closes when the projector alone is retrained (Section \refsec:ft).","Finally, we ask whether the gap closes when the projector alone is retrained (see Section \refsec:results)."
77,77,sentence,edited,0.786,,"As a measure of how much the words alone carry, a TF-IDF logistic regression on the transcripts, speaker-disjoint, reaches 0.43 to 0.62 on the Parkinson's sets, 0.68 on the E-DAIC transcripts and 0.84 to 0.93 on the Alzheimer's sets.","A logistic regression on transcript word counts, speaker-disjoint, reaches 0.43 to 0.62 on the Parkinson's sets, 0.68 on E-DAIC and 0.84 to 0.93 on the Alzheimer's sets."
78,79,sentence,added,0.498,107 1100 1270 37,"From the Parkinson's disease datasets, we only use material whose words are fixed by the protocol, so the words carry little of the diagnosis, and most of the signal has to come from the voice: PC-GITA (Spanish, ten sentences and one read text per speaker, 1100 clips), NeuroVoz (Spanish, twelve isolated words, 1270 clips from 107 speakers) and MDVR-KCL (English, 37 speakers, most reading one of two passages).","From the Parkinson's disease datasets, we only used the read-speech (read-aloud) protocol where every speaker reads the same passage, so the words carry little of the diagnosis and most of the signal has to come from the voice."
81,81,sentence,edited,0.715,10 20,"We use E-DAIC , the extended dataset released for AVEC 2019, with 275 participants, where the binary label is the dataset's released label based on the eight-item Patient Health Questionnaire (PHQ-8) , stricter than PHQ-8 \geq 10 for 20 participants, rather than a clinical diagnosis.","We use E-DAIC , the extended corpus released for AVEC 2019, with 275 participants, where the binary label is the dataset's PHQ-8 based label rather than a clinical diagnosis."
81,81,sentence,edited,0.609,,"The model hears the participant's whole interview, interviewer turns removed and capped at 15 minutes for the 89 longest, with the processor's default input limit lifted so that every window is encoded whole.","The model hears the participant's whole interview, capped at 15 minutes for the 89 longest."
81,81,sentence,added,0.466,,The transcript condition uses the whole transcript.,The major contributions of this work are as follows.
83,83,sentence,edited,0.905,,"We use the DementiaBank Pitt cookie-theft descriptions , with 468 segments from 227 participants (one has sessions in both groups and is grouped under two labels), the top and bottom third of the fluency score defined under Conflict set construction below, the ADReSSo recordings from 237 speakers, as released with the ADReSS-M challenge , and the ADReSS-2020 benchmark split including 108 training and 48 test recordings.","We use the DementiaBank Pitt cookie-theft descriptions , with 468 segments from 227 speakers, the top and bottom third of the fluency score defined under Conflict set construction below, the ADReSSo recordings from 237 speakers, as released with the ADReSS-M challenge , and the ADReSS-2020 benchmark split including 108 training and 48 test recordings."
83,83,sentence,edited,0.796,,"Models hear the first 30 s, because Qwen2-Audio cannot take more, so the conflict test of Section \refsec:setup runs on the same clips for all six models.","Models hear the first 30 s, the length Qwen2-Audio accepts, so the conflict test in Table \reftab:conflict runs on the same clips for all six models."
87,87,sentence,edited,0.693,4,"Folds are speaker-disjoint (GroupKFold, 5 folds), an inner 4-fold split of the training speakers chooses the layer, and the probe AUC is the mean of the out-of-fold AUCs over five repeats of the fold assignment.","Folds are speaker-disjoint (GroupKFold, 5 folds), and the layer is chosen inside the training folds, with the AUC reported as the mean over five repeats of the fold assignment."
87,87,sentence,added,0.413,,The release names the fold file behind every probe value and paired interval.,"On PC-GITA and NeuroVoz the transcript sits near chance, since every speaker reads the same sentences."
89,90,sentence,edited,0.862,,"Fine-tuning. The projector is trained with AdamW , learning rate 10^-4, three epochs, one clip per update and cross entropy over the ``Yes'' and ``No'' logits only, on the same five speaker-disjoint folds, and is scored on those two tokens.","Fine-tuning. The projector is trained with an AdamW optimizer with a learning rate 10^-4, for three epochs, one clip per update and cross entropy over the ``Yes'' and ``No'' logits only, on the same 5 speaker-disjoint folds."
90,90,sentence,added,0.438,,"No seed is fixed, so Section \refsec:ft reports the range over runs.","No such test is possible for PD, since every speaker reads the same passage."
92,92,sentence,edited,0.936,,"Answer with one word, Yes or No'', with X the condition; on the Parkinson's and depression datasets, the phrase ``this recording'' is replaced with ``how this person's voice sounds''.","Answer with one word, Yes or No''; on the Parkinson's and depression datasets, the phrase ``this recording'' is replaced with ``how this person's voice sounds''."
92,92,sentence,edited,0.795,0.07,"For Qwen2.5-Omni, two other wording options, listed with the release, move the Table \reftab:main audio answers by 0.02 on average and 0.07 at most.","Two other wordings, listed with the release, move the Table \reftab:main answers by 0.02 on average."
92,92,sentence,edited,0.698,966,"Under greedy decoding, Qwen2.5-Omni's first word is Yes or No on all 966 depression pair clips and matches the logit decision on 99 percent of the conflict clips.",Under greedy decoding the first word is Yes or No on every conflict clip and matches the answer read from the logits on 99 percent of them.
95,95,sentence,edited,0.772,483,"This yields 488 conflict segments, of which 483 have an agreement segment from the same speaker, giving 483 pairs from 138 speakers.","This yields a total of 488 conflicting segments, each paired with an agreement segment from the same speaker over 138 speakers."
95,95,sentence,added,0.397,311,"Agreement segments are reused across pairs, so the agreement arm holds 311 distinct segments and is scored on those.",Evaluations that score answers only where words and diagnosis agree cannot tell a model that listens from one that reads.
96,97,sentence,edited,0.848,0.71,"For Alzheimer's disease, we score the words of each segment in the Pitt dataset with a logistic regression trained on six fluency markers from the CHAT transcription codes : type-token ratio, retraces, fillers, unintelligible tokens, errors and pauses, with speaking rate excluded because it is a timing measure rather than a lexical one (alone it separates the groups at 0.71).","For Alzheimer's disease, we score the words of each segment in Pitt database with a logistic regression trained on six fluency markers from the CHAT transcription codes : type token ratio, retraces, fillers, unintelligible tokens, errors and pauses, with speaking rate excluded because it alone reaches 0.92 and would make the split trivial."
97,97,sentence,added,0.411,30 33 56,Segments run from 30 to 56 s (median 33 s) and the models hear the first 30 s of each.,The probe and the answer use different directions of that vector.
98,99,sentence,edited,0.839,,"Transcripts. Pitt and ADReSS-2020 come with manual CHAT transcripts and E-DAIC with the challenge's automatic transcripts, used with the annotation codes stripped, and ADReSSo and the three Parkinson's sets are transcribed with whisper-large-v3 .","Transcripts. Pitt, ADReSS-2020 and E-DAIC come with transcripts, used with the annotation codes stripped, and ADReSSo and the three Parkinson's sets are transcribed with whisper-large-v3 ."
100,101,sentence,edited,0.661,,"Checks. As an acoustic baseline, we train a logistic regression on the extended Geneva minimalistic acoustic parameter set (eGeMAPS) .","Checks. As an acoustic baseline, we train a logistic regression classifier on eGeMAPS features ."
101,101,sentence,edited,0.680,7.5 81,"On the Pitt dataset, participants with dementia are 7.5 years older than controls per speaker, so we also report the probe and the answer restricted to the 275 clips of the 129 speakers kept by an age and sex matched selection (81 pairs over the whole dataset).","On the Pitt dataset participants with a positive diagnosis are seven years older than healthy controls on average, so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers."
101,101,sentence,edited,0.677,,"Intervals are 95 percent percentile intervals from 2000 speaker draws, one draw per replicate for paired differences, and a difference is called significant when its interval excludes zero, without correction for multiple comparisons.","Intervals are 95 percent speaker-level bootstrap intervals from 2000 draws, and a difference is called significant when its interval excludes zero."
139,140,sentence,edited,0.693,,"On PC-GITA and NeuroVoz the transcript sits near chance, since every speaker produces the same words, while on MDVR-KCL, where speakers read one of two passages, it is above chance.","On PC-GITA and NeuroVoz the transcript sits near chance, since every speaker reads the same sentences."
140,140,sentence,edited,0.839,,On E-DAIC the audio answer on the whole interview matches the answer from the whole transcript.,On E-DAIC the audio answer on the whole interview matches the transcript alone.
140,140,sentence,added,0.502,,"Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.","Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63."
140,140,sentence,added,0.368,0.63 0.66 0.72 0.81 0.84 30,"The E-DAIC answer rises with the audio it hears: 0.66 on the first 30 s, which is mostly session setup, 0.72 on a middle 30 s, 0.81 on a middle five minutes and 0.84 on the whole interview, while the encoder probe never exceeds 0.63 on any window.",Under greedy decoding the first word is Yes or No on every conflict clip and matches the answer read from the logits on 99 percent of them.
148,149,sentence,edited,0.828,0.88,"Size of the gap. The encoder probe, with its layer chosen inside the training folds, reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).","The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig. \reffig:gap)."
149,149,sentence,edited,0.725,0.05 0.18 0.33 37,"The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.","The paired difference \Delta of Section \refsec:setup excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt."
149,149,sentence,edited,0.855,0.05 0.76,"On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.",On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77.
149,149,sentence,added,0.506,0.53 0.84,"\par\parAcoustic, channel and age controls. The eGeMAPS baseline reads 0.53 to 0.84.","The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo."
149,149,sentence,added,0.521,0.01 0.15 0.18 0.27,"The encoder probe is above it on every set, by 0.01 on MDVR-KCL to 0.18 on ADReSSo, and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.",On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77.
149,149,sentence,edited,0.765,0.67 0.80,"Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.","Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel."
149,149,sentence,added,0.504,-0.001 -0.02 -0.03 -0.061 -0.07 -0.12 0.56 0.57 0.83,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89.
149,149,sentence,edited,0.638,0.71 907,"On 38 age and sex matched NeuroVoz pairs (907 clips) the encoder probe reads 0.90 and the answer 0.63, although the recording features still separate that subset at 0.71.",On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.
149,149,sentence,edited,0.862,,\par\parWhere the signal sits. The information also survives past the audio encoder.,The information also survives past the audio encoder.
149,149,sentence,edited,0.803,,"On the Pitt dataset the probe on the language model's states at the audio-token positions reaches 0.80, and a probe on the final-layer answer state 0.77.","On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77."
149,149,sentence,added,0.468,,The answer state holds more than the readout uses.,Age alone separates the Pitt groups at 0.71.
149,149,sentence,added,0.515,0.66 0.77,"Projected on the readout direction, the Yes output embedding minus the No output embedding, it separates the groups at 0.66, the level of the answer, while a probe on the same vector reads 0.77 and still reads 0.77 with that direction removed (the cosine between the two directions, 0.01, is at the level of two random directions).","The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions."
149,149,sentence,added,0.548,0.62 0.77 0.82,"On Qwen2-Audio and Qwen3-Omni the readout direction gives 0.62 and 0.77 and the probe 0.82 and 0.83, and 0.81 and 0.83 with the direction removed.","On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83."
149,149,sentence,edited,0.609,-0.03 -0.09 -0.15 -0.16 -0.24 -0.32 0.60 0.74 0.84,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).","On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
149,149,sentence,added,0.448,,"The reversal says that the words carry this task, not that the audio states are empty.","Where the words contradict the diagnosis, four of six models fall below chance."
156,160,sentence,edited,0.618,30,\begintable[t] \setlength\tabcolsep4pt \caption Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it.,"\begintable[t] \setlength\tabcolsep4pt \caption AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's. \labeltab:conflict"
160,160,sentence,edited,0.709,311 483,"Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.","This yields a total of 488 conflicting segments, each paired with an agreement segment from the same speaker over 138 speakers."
160,160,sentence,added,0.435,100 146 175 322,"Alzheimer's, Pitt : unpaired arms of 146 and 322 segments from 100 and 175 speakers.",The model reads its Yes or No answer from that vector.
160,161,sentence,added,0.478,,Intervals per cell are in the release. \labeltab:conflict,The authors declare no conflict of interest.
180,180,sentence,edited,0.735,,"A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm.","A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance."
180,180,sentence,added,0.453,,"A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice.","For the transcript only baseline, ``this recording'' is replaced with ``this transcript of what the person said''."
180,180,sentence,edited,0.675,,"No such test is possible for PD, since the words are fixed by the protocol.","No such test is possible for PD, since every speaker reads the same passage."
180,180,sentence,edited,0.803,,Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt.,Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models.
180,180,sentence,edited,0.907,,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips."
180,180,sentence,added,0.451,0.56 0.71,"On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).","On the Pitt dataset the retrained projector reaches the same 0.77 as the probe on the hidden state at the answer position in Section \refsec:gap, so retraining recovers what the readout left unused."
180,180,sentence,edited,0.940,281 646,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19."
180,180,sentence,added,0.532,10 237,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18.
180,180,sentence,edited,0.758,0.42 0.51 2,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.","A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm."
180,180,sentence,added,0.417,0.20 0.62 420 855,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,This leaves 146 segments in conflict and 322 in agreement.
180,180,sentence,edited,0.690,0.17 0.53 0.61,"On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).","On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table \reftab:conflict)."
180,180,sentence,edited,0.738,-0.01 -0.04 0.02,"Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by -0.01 [-0.04, 0.02].",Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording.
223,225,sentence,edited,0.846,,\subsectionSupervised Fine-tuning\labelsec:ft,\subsectionSupervised Fine-tuning
226,226,sentence,edited,0.893,,"After fine-tuning the projector, AUC improves significantly on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, which does not move (Table \reftab:main).","After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops (Table \reftab:main)."
226,226,sentence,edited,0.636,0.74 0.81,"On the Pitt dataset the retrained projector reaches 0.77, the level of the answer-state probe of Section \refsec:gap, and 0.74 to 0.81 across three further seeds.","On the Pitt dataset the retrained projector reaches the same 0.77 as the probe on the hidden state at the answer position in Section \refsec:gap, so retraining recovers what the readout left unused."
226,226,sentence,added,0.399,0.45 0.5 0.57 0.82 0.90,"Its conflict arm stays at chance in every run (0.45 to 0.57, every interval including 0.5) while its agreement arm rises to 0.82 to 0.90, so the projector recovers the overall AUC through the arm the words already help.","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19."
226,226,sentence,added,0.356,,A class-balanced loss does not change this.,The utility gap is defined as \Delta_\ell = AUC^probe_\ell - AUC^answer.
226,226,sentence,edited,0.641,0.02 0.06 0.10 0.77 0.825 28 8,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.","LoRA on the language model, with 5.0 M trainable parameters against 4.6 M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments."
226,226,sentence,edited,0.691,+0.02 -0.01 0.05 0.82,"On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.","On E-DAIC the retrained projector lands near the probe range, consistent with a task the words carry and the voice does not."
226,226,sentence,added,0.419,0.59 0.67,"Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67, so the language bias can be trained away only at the cost of the arm the words were carrying.","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips."
226,226,sentence,edited,0.811,,"On Parkinson's speech the deficit sits in how the representation is read out rather than in the representation, since the signal is present at every depth and retraining the projector recovers it.","On Parkinson's and Alzheimer's the deficit sits in the readout rather than the representation, since the probe reads the signal at every depth and retraining the projector recovers it."
226,226,sentence,added,0.384,,On Alzheimer's what is recovered is at least partly lexical.,We compare what an Audio LLM's audio representations hold against the answers it generates.
226,226,sentence,edited,0.770,,"The fine tuning is on Qwen2.5-Omni, and we release the segment lists, fold assignments, scripts and per-clip answer scores at \urlhttps://github.com/parw8649/audio-llm-utility-gap.","The fine tuning is on Qwen2.5-Omni, and we release the segment lists, scripts and every clip's score\footnote\hrefhttps://github.com/parw8649/audio-llm-utility-gaphttps://github.com/parw8649/audio-llm-utility-gap."
242,244,sentence,edited,0.952,,"\sectionConclusions In this paper, we showed how Audio LLMs could underperform when diagnosing three different clinical conditions.","\sectionConclusions In this paper, we showed how Audio LLM models could under-perform in diagnosing three different clinical conditions."
244,244,sentence,edited,0.716,,"To alleviate this problem and narrow the utility gap, we performed a supervised fine-tuning limited to the projector layer, keeping the rest of the model's weights frozen, resulting in a significant performance gain in AD and PD detection, but not in MDD, where the answer already follows the words.","To alleviate this problem and narrow the utility gap, we performed a supervised fine-tuning limited to the projector layer keeping the rest of the model's weights frozen \colorred resulting in a significant performance gain in AD and MDD detection. This work demonstrated that the hidden state representations carry necessary paralinguistic information in their representation and future work should focus on further narrowing the utility gap."
244,244,sentence,added,0.559,,"This work demonstrated that the hidden state representations carry the necessary paralinguistic information, and future work should focus on further narrowing the utility gap.","To alleviate this problem and narrow the utility gap, we performed a supervised fine-tuning limited to the projector layer keeping the rest of the model's weights frozen \colorred resulting in a significant performance gain in AD and MDD detection. This work demonstrated that the hidden state representations carry necessary paralinguistic information in their representation and future work should focus on further narrowing the utility gap."
246,246,sentence,edited,0.756,,"The Pitt corpus was supported by NIA grants AG03705 and AG05133.\parCompliance with ethical standards. This study is a secondary analysis of existing recordings, all obtained under each distributor's data agreement.",\section*Compliance with Ethical Standards This study was a secondary analysis of existing recordings only acquired under each distributor's data agreement.
