id,speaker,arm,p_yes,answer_mass,wav_sha256_1mb,n_samples_scored,prompt
c000208,309,conflict,0.3489272174,0.9940908551,61efce326aefd814811b0fe0c3caf08ccd708af78f07891055f7365b8f56e885,219200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000217,310,conflict,0.0954642295,0.9961610064,d545e77b14dc86b67da1dc00557eaeed1481bcc21c4c61a38ec2378cb8556a56,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000222,310,conflict,0.1481496405,0.9966436774,d09db10220b37dfd6b7f9574496892d5e147416e53d37be1872d175484a44068,260800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000229,310,conflict,0.2570142091,0.9962214828,4edc73cfbd028f7005d379db5a0722081c2129a2d96c752c97f9816055a94e38,428800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000236,310,conflict,0.6794014003,0.9958341718,b8ee94eccb37b49a8b3b3d6eb621929453e0de5c02a8e757d6c5f30a22295860,190400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000250,311,conflict,0.2122731832,0.9969217330,56750e81c52ffc921e20c8e00729d7e2ed84f0540581e595c65a2cf6208b79cd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000255,312,conflict,0.1009431205,0.9967445284,87abfd58012b40151beb9243f133e1b9f7e1cab85241fd8daf5cc8f41cb0fd17,392000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000260,312,conflict,0.4075557796,0.9952333272,86e8a22ac1cd7c873bde3e9716d61cd870d88b61bd0eddf65d8b11119c34335c,177600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000265,312,conflict,0.1405107017,0.9963611513,9a6c1a9df3e7b9b92a56b020aa76c57e93bd79d9211ad88ef5c0e854be0568a2,428800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000293,314,conflict,0.2944177588,0.9960667491,5578af9976646289b6cdb8d43b3f8fced4738709c64cd24bc9eb8714ce4262ca,475200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000303,314,conflict,0.6929258238,0.9961664677,5c2be002f4212f0625c4626d62a0ff0d825ae9e69de346014ed69e85faeb25f8,411200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000312,314,conflict,0.7774896914,0.9969234020,e0003b0fdd848824040fa73f97ffd9c6e6967ae7515058855b376b8ce5e7df0c,153600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000325,314,conflict,0.1404432975,0.9963552058,b163d5243b7ce65271cbca45e9114e8d929baaf215b9dfb97476beecb320f88c,260800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000334,315,conflict,0.2229252254,0.9928598404,453dc693872fcd7274c6c47b0b02652bca594c0496bd75fad6b7672b6e17bdd3,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000344,315,conflict,0.5470253991,0.9944185317,15cce452d849c68a61c311b3e14179da001973304f899f8ff1e9d740a6ff4c48,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000386,318,conflict,0.1646526670,0.9955269694,db57c26d2221e41493120f70ae96e8afe74ef112acf30c34692d8e33fef8aa84,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000438,321,conflict,0.2453445409,0.9947920740,161ed4df1b1b1b1b81f323453b5892137df75854f562f10cf01924cd6de69892,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000476,323,conflict,0.1330864072,0.9955705553,05fea96970213b4955b269c37829190e967cf9c9ff40227713284eb030c67ffa,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000534,326,conflict,0.1481558621,0.9968377799,63d74b20c1f94977289cfc6ec2eb06044a2f13e7dccde2119f74987bc67c76a0,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000540,326,conflict,0.2338563596,0.9956676215,2d07d2986602b77d8a2cd7ac2264dedd1640ee314999f7cfe88313b3f962e2c7,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000545,327,conflict,0.1825988590,0.9954364300,ad042350f7215d0027ced10b55fc05d7b7abb85ed8d780a00ad17c1955b32637,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000551,327,conflict,0.9197727419,0.9981475249,4b2c11256016d2182a1c8ca03e06b76403ec62717253d22975b1c759c4e9a702,316800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000561,328,conflict,0.1562258864,0.9973257929,28de819cd6463b5aca9642083d1adbbacb253b7ec86a2863277b583ad6f9f856,312000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000577,328,conflict,0.1646529609,0.9957092702,4ec86231fc4eac5133bfde452d93c2ad8ca5a7a59081ec6069c0504ac16c35d6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000589,329,conflict,0.0954161576,0.9957703725,32a28c1d3cb70be1baa097ff6ee22f931c637dd7a159a65adb5fa63cada08f96,454400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000646,332,conflict,0.2943423123,0.9959208071,0d23b7e69f8711eb7e71ca81c66befb0f494d52e10ba4461c75a8c6f7b6bd8b4,182400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000656,332,conflict,0.0503816231,0.9965300784,0869aa1bedb8c2821f111e80215dfa700ab3ddac98f5fac58eee0fcef73e9c85,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000815,338,conflict,0.2816029680,0.9960250258,243f7ed9c8f54af1896cf1cfdf5bf73ca4706e153104238062ff541b92fb9813,404800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000822,338,conflict,0.0901728481,0.9966409579,0936eeafc75f4ba50467c9d93b250ca0362811e9cbfd4cc143b543fcb824c4fe,369600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000845,340,conflict,0.1647251227,0.9965873808,d47dd2dea38892fc68976e13c75498f82ab8596325971172bc0c07fca2cc9d43,235200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000849,340,conflict,0.6516185672,0.9949106574,78faba80ab465653c989b24235631e0ca89b01f1536af64e482b5511c475b596,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000936,345,conflict,0.1405074014,0.9959962964,84f1604a0b9db113fedb38e8cf566b89faa9cfd3ffd464e060ed56085e0de95c,372800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000942,345,conflict,0.0675777842,0.9978619218,6d869003085356d21eb3d3aeac18ed8cc1405c08b66ff34e605fb10e28da7c77,296000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000951,345,conflict,0.6795553418,0.9947337508,d357046dd91e23f9c37ad82b03a09a11c4ab644a80589a18a35fc5a59ce05133,427200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000957,346,conflict,0.1920742889,0.9962174743,bb60f00078c87d5f05a7d771c7eb77038b87a6e4b728e18f27f0af586695ad20,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000970,346,conflict,0.3777808404,0.9964430630,4854e9344bc1ba04b908577f893d44bd0d8aed3d49846dcd025486147deef50b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000976,346,conflict,0.7189023540,0.9968589246,e89459da00b8ad0b58bb2b45005200c252284b72d3e55391ae64cee56908ac45,409600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000987,347,conflict,0.2228807047,0.9955216497,790ae9ff24f3cbef7ea8d8192bee3027ddd2da2783810497cb3c23da7988dd73,144000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001000,348,conflict,0.1129367002,0.9960250109,6ca6ab6ae77182dc7bbdb40ce658b28a5f4202e17e6a164a9409510f17e75357,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001007,348,conflict,0.0901503591,0.9982825816,e415f8fcc22131b3f2bc024b2def49e13938e4a5a761e4c843feaf803e559396,310400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001014,348,conflict,0.2691114743,0.9968704283,887e7afd508cabd80e276611399b7a7ff0bcff9737b95acb62e640ba81ae0fb3,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001131,354,conflict,0.2122199209,0.9972292334,9e0593c147c5099eef3cf0be742aa909f0e993e7ca874a57eb5efc4f8b3698bd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001236,360,conflict,0.0901444460,0.9953815341,a53bff9e3a7de0028b76f10949c347a21dbb9d00b21a82ee3ee733f5dec46f28,310400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001250,361,conflict,0.3075640227,0.9956061542,3013c580b38be47c795168bbbd19ddb0eea690acbac00515acf325c17d5b2935,280001,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001263,362,conflict,0.2570138708,0.9917464256,e879c3a240f95fdd4dde70e7663b4f20e7ef164d7b2584dbe676474aa1b00171,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001272,362,conflict,0.8356083012,0.9977543652,56c6cb4600e02ea986a613f59b2058e48e6ce8c17892d8874a29ab5d328c47cd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001289,363,conflict,0.7061021607,0.9939872622,1e55f0a6a6d2768dc091899d85159e643bed847670a2741c77935649783f686a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001296,363,conflict,0.4534237192,0.9971666038,ee25012cbbab0dc282791ccc849f04a6a6ceb7162412bff329a0d7d46dcceee2,198400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001303,364,conflict,0.2019910114,0.9953948706,3c32f6df4be0c3cb4ccd3bae55c6d940f5e40cfc7b1bb98e109486698bb29bb8,260800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001318,364,conflict,0.1067533545,0.9958659336,2b8c6531f54fd56337d9766a643a5810d6574c12d6a870f2d502abfb317006c7,425600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001329,364,conflict,0.5776797304,0.9950250387,234d662e076f2fe4b77789d77add3ec5c1fb925d807376a0900af261cf917138,156800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001333,364,conflict,0.4380852143,0.9905165732,5998b4d81d17999e362ac4e5d5f9ea3513ca847e06000e0df1dd06f6bc352c13,224000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001340,364,conflict,0.1920714360,0.9952545911,944402ede65ce1085bcf957b205a7f7b14f939f789a40b1ee3a7d5dfa2b3430a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001408,366,conflict,0.1192657965,0.9962688163,a95b1184985202d51fa7ef7a33751ad6baa3b32a84b1a69c6010392952e1879f,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001417,366,conflict,0.1920972293,0.9934149384,dfcab4ec57e14fb9e9d043047d1e745607d8897a178ee613b18d9dfbddd5ef40,401600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001429,366,conflict,0.2122247602,0.9958271384,42bf6ce2c31825ddc8e66ccd9e5bf5e825093827fbe8bf96c5f509b0c90ddbb4,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001442,367,conflict,0.0851579014,0.9975810349,4882e7b26daa3b30ff1e77da8bf538e973f53000ab9774d044d17f14408e8c77,344000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001450,367,conflict,0.2121791413,0.9969486743,3b3c4eb81ef6ee1b277c8cfba38bcd03138e76c5485ad9245b95443d6f4e5a4f,403200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001471,367,conflict,0.6227380671,0.9955120683,746fe55338e5b60dcd74a6d852f5f9bfbeafb314b08916e395c72ec130a0bd71,456000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001475,367,conflict,0.1404174114,0.9974074811,d355f04853620c840bcb1c57047e81839f03726f8e405ce2e5c5a53a64938101,424000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001515,369,conflict,0.0474492173,0.9977208003,1717420086f6856d286cc8ad91ead87f4e16b84356792ef67c4a29363ba657e2,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001532,369,conflict,0.1562438298,0.9943794012,acf10d0cc333a597810ac8ab42cc574d05a0173d82703b35f65fa0b9cf267c58,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001550,370,conflict,0.4845281068,0.9939437807,c390792b45d69be3cc482185ce8832e470c3d138a66f4addea0ece515fc67235,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001556,370,conflict,0.3631858306,0.9903832674,4cb970657d4fd8d8b4c1de21e83c36923c041edc2e77fb16368403b5ee535457,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001561,370,conflict,0.2338587047,0.9964344949,c972fffc6a5e767d79b4a3668ea81a4ac198dd13a6a18504e44b0788fb99408d,364800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001665,374,conflict,0.1193417339,0.9956634194,39e6f4ef193cd8ba0ba6ef064625f25f30a27c13cb65aa15b9bc76eabe323f7b,427200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001670,374,conflict,0.5003601741,0.9943371415,8e5b4d5365e41f9383301ba404b836452b49e23d27c44564e00b70747065e27b,244800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001676,374,conflict,0.4076560627,0.9960573912,a9c27f806dc91e8593829147fd62210e73d19f202c361a897c0f70172102202b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001682,374,conflict,0.2452509897,0.9955367595,2aeec59227b76ee0b2e9a247faf88a67e897b64d6534403516f1ca404ae50c0d,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001736,377,conflict,0.0759298391,0.9979968369,2288cb2e890a0449e57bd096a95a19cede5954a06240888f02852170c0f387d3,294400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001742,377,conflict,0.1192677373,0.9976004437,5d744f21e13d34ddac1c3985e44fec2b27795e755a1f7450f9b5eac914fc9fdc,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001754,377,conflict,0.1404124879,0.9961615354,b74bdbd17d5fb56248206499316e56a32d4bc196d975d34014d700f189aa7147,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001772,378,conflict,0.2452268645,0.9962335974,11bcbf5c0b84ba759f532ae364f0ad98b0dace7ac875c08892cdae57e144d2dd,283200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001784,378,conflict,0.2122522846,0.9973193854,87e71418c12f701129647896e578b0df3efd9b0b31995433a5a530d9615917e0,422400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001802,379,conflict,0.1481455495,0.9958270937,eea75b20ad8705f2fb1cb46f0f274e17c66911316b1dd8167edbf0d0970bd147,315200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001811,379,conflict,0.1646362471,0.9961606264,a2fb455d2b8305c45a28455b6629d8b4fa869ff0a240e69e50760d288d41722f,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001815,379,conflict,0.1920676434,0.9958081692,955c26d733dd371612ea96d6dc2a2debd708ea52a68f690eb2c8028b71fcfffb,382400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001876,381,conflict,0.1920719197,0.9959543496,2de9a47120079b21b9c6dcefe8780d5db89e049f25c7d149e9d02a188a3fad9a,432000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001896,381,conflict,0.1128590733,0.9976530150,6930fe5146c72a36509e367cffd88840d845a0d12c1f4fa7fd5518415ca41638,406400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001900,381,conflict,0.2452676754,0.9974866956,bb57ebb20dc00b6647750b3283b961835df9897f5733aee062cd8d4dfa3f94c2,448000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001915,382,conflict,0.0954316973,0.9975053072,ed24611fa56368956bb3c0583711a0d8486632be0c87f3b0320df65a92b83c14,414400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001964,384,conflict,0.0716705235,0.9963583350,ac7326892c7361aa80985b3204894a3ed1a5dbe2582950d20a41554a859631d1,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001983,384,conflict,0.2570059322,0.9965338409,8373b88755fc02681995bed76200d53e9ca096ef6dc3a68cb1145159f2cedf96,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002111,392,conflict,0.1481585197,0.9964545071,704b75d6ac2c81933c7892fa61df594827bc70dea4b181d924f69fbe08cc10a9,376000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002122,392,conflict,0.4845671489,0.9955660999,b358bc43c5c8012f0a91be0af7709bd71a3825374abec889c10f4c8617abe52c,337600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002134,393,conflict,0.4075843670,0.9975923300,7e979ed64a4106884abab66a84b3e86fa2196b43bba5865495ddc2e71c255876,331200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002303,403,conflict,0.2816954272,0.9968180656,cc333affc880fcaebbea730951751c456c24300694bce808ac86fe7947c1bf72,417600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002313,403,conflict,0.2452222849,0.9945714772,731115029c38d24afa2eaed5b2fd07e33f58715c8cd54bab3227e2be6a42e4a2,379200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002325,404,conflict,0.1404689195,0.9966710955,1a0a58eb411d269d7ee8138a0edccfdb9e725cc58338a772ebd25729d819d44c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002334,404,conflict,0.5003587443,0.9966388345,770f55f5489613c52428c07f30ae84276e7902583ae70bb0d97a0c793b2d174c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002344,404,conflict,0.2228463205,0.9961433262,0ddc780225cb82ba80ec19404ff5e24bdbc9b90342cee244bb83bdd079749ce2,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002353,405,conflict,0.0954117171,0.9974768832,cc1ca49d1cd9393c5ee30128261dfb2fcb8b5056285305087ea93666078e2522,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002357,405,conflict,0.1825370605,0.9960928708,46c4ab79a53e6e0a867a47d9eb7752bb9e430c6ba2ff3716761a8776b47ab851,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002368,405,conflict,0.2339289438,0.9956541210,cb38f54acc34dd74805e4adf4de7fc597d9b8774d376671a70441e187d2e842c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002387,405,conflict,0.3925391605,0.9961435795,df22bac46f2ad26a33e5536de32d1d5013432a22ff57394cdd16592609958a8b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002393,406,conflict,0.1562166353,0.9964115173,1b88ac149e69fb2755767804541e4bb632854070ea6784e2ff164d582e53bead,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002398,406,conflict,0.4076007595,0.9959858358,752dc70f8389ab9502f7d14f8b0ebe2b56f444619cc127d9fdf6d4658026e3f8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002411,407,conflict,0.2121693565,0.9964150935,8cd0b45788af0d9f0267330f8e4412d05c148a3e9fddc96fc2217112a7843087,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002418,407,conflict,0.3210578628,0.9957486689,227a9af5f39d8236870f2286dfbf2b63737c1d24db913316c7bd2121f1d76c66,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002425,407,conflict,0.1646603760,0.9961374551,1451bd1452e0296e1dd2b16aa7c86191e40a29c83293562d90773a27e4381e8b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002433,407,conflict,0.6515437386,0.9959589541,857802c2fe7a858dc219083607790eda1765f9b340b6980d492548df310a4b00,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002448,408,conflict,0.0601289093,0.9982679114,f1c870d0780b1a187b1b4d2587de12f7b48ff27c38b3b785bc0541930e3e7ac3,473600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002506,411,conflict,0.1920773898,0.9959242791,0c03cfc390dcf48babcdc289a9a609524570878eee2942d9fbe546f6f9bcaa21,465600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002513,411,conflict,0.1561802687,0.9959542900,94ef126122818d71dbb379c32cfed67bea190d999ce5dde0dc6098f25e013547,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002518,411,conflict,0.5159347079,0.9957664907,f6fac2504112992836691a7e9e93be08a6306d649a74775287525cffc64dff46,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002522,411,conflict,0.1481791838,0.9963413924,86b48129ff974573096977edb99b250f7aaee63c8fd424b5228b30370cc03b34,329600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002581,414,conflict,0.1562376614,0.9978888780,bafcfdbb7829a8848e43c4f26f28673ff34a0775e0f85f60f751ef5a614c1149,459200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002595,414,conflict,0.6928652130,0.9951077402,b6387959c8e8fd39807cb62e1967dbcaccf0d34d37d19e0d7b3bc4d8dec3fa5c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002603,414,conflict,0.0901740022,0.9975293875,e96f88f5bd3d8ef0c2ff1e87461c86e30f61740f57c4c8e3f4d00c5d82d92dc0,344000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002616,415,conflict,0.7667039291,0.9970642179,25efb623ec0d42500b8ca20aba311da05cf2125c432a37012daf9c416eb7621a,476800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002622,415,conflict,0.3210788567,0.9954181910,910c1c665594cb3c39af285450e03bca01504cc41fe5ebe5986d1271bd4da484,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
