id,speaker,arm,p_yes,answer_mass,wav_sha256_1mb,n_samples_scored,prompt
c001742,377,conflict,0.1192677373,0.9976004437,5d744f21e13d34ddac1c3985e44fec2b27795e755a1f7450f9b5eac914fc9fdc,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001766,377,conflict,0.1826014737,0.9973866493,1f36b5f2ac54c14332a768158591134be2286628689a2a03fdb0669f9aeb0316,326400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001815,379,conflict,0.1920676434,0.9958081692,955c26d733dd371612ea96d6dc2a2debd708ea52a68f690eb2c8028b71fcfffb,382400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001896,381,conflict,0.1128590733,0.9976530150,6930fe5146c72a36509e367cffd88840d845a0d12c1f4fa7fd5518415ca41638,406400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001901,381,conflict,0.2452584233,0.9955568314,f3b92c9f07324cb91e11220071fa8dffbc8405af901eb99c11429af8125639c3,395200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c001965,384,conflict,0.2121947365,0.9958946556,739bd7cc6261c42224827d9851202bb7534db0c4a896cd959907299afe86cb82,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002031,387,conflict,0.3348483598,0.9953211844,bedb27afa005d087e94b027f3df74a19e3d45b1a939037a2f41723a93989aa04,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002308,403,conflict,0.0851735787,0.9947071150,48db8de530f0a8d8996e933ecba65ec0939e1d5a0c8e4acc5ff12d5ac9466ce5,422400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002350,405,conflict,0.1192848833,0.9969054610,04247e4312119c64ee77f2911fff2aa89e5927284feac696c83de6a8db0ec5b3,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002356,405,conflict,0.2019563787,0.9956131577,f4f7c08986f390332bb875015ed6e0ddb69eed04e74b92e5b373a37bddaa86c3,416000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002382,405,conflict,0.2944139052,0.9973658621,d6d5392f9e50cb201ea11bf15115fb8b0854ff00d08a7e859656a6ff7bf16ef2,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002388,405,conflict,0.1192842098,0.9966902286,a3b868858aed6de4fc36a23398947e792f0f2bdf4f8a5fbd4d6d3e845d1c2b86,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002443,408,conflict,0.1404817632,0.9954607040,e3c81f2b3dcdc247ea789c7892a6309212ecc587937d33d7f0fc4725478f54c6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002579,414,conflict,0.0759242952,0.9960195422,5c7079eb6c3ee490428faa33e42d692a1bbf46968f82ed21aa6f5fc7f071c232,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002584,414,conflict,0.1192685351,0.9966301247,ab8f4533dd5d4d0d48ae7c62ad5c23350a5677c0a52b956738f3aa3ecda9f976,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002599,414,conflict,0.1192585175,0.9975279421,ebba07960c87c056f6624d20321303be7370750dee0a0532b46a272b9dd1cd00,299200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002617,415,conflict,0.3778440355,0.9963835180,9b6837bc7df6448d6ae39b48465139ee2c9f486cb3d3507d61f00b8db48cbc8b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002704,419,conflict,0.1562483907,0.9927992076,267eca92d605995fd8c0f2f0335ab0b09b01c4e6074a4456de2599ccd7c3fd23,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002726,420,conflict,0.6373114393,0.9976649880,5b916ed85184ff2af232abf83491f6dff2a50a4a0e8d2f30d22f7c4f3205fb17,251200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002817,423,conflict,0.2570185772,0.9926482439,036e927a1b0bc74afeaa07497e091bfe6762a233c03f497ef4117270d3015770,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002845,424,conflict,0.9820234568,0.9989224896,2ab1b05681a64ea92283c7e55fb503bfc8501dad12c7ac38136bdc80ad4cfbbf,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002900,426,conflict,0.1192892263,0.9966805428,3d43386f883c0dc2937a7b5718ccf90b48b6436ee08e7f23e565c8200ff4b4cc,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002965,430,conflict,0.4535308897,0.9964841306,f241415a9601e91da3abca8e81ca0a2c5be399120f0c9c8776482db33aa93274,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002992,431,conflict,0.3488512107,0.9941714406,9fe6b7e413ffa1dadf4a1e8cdf7556a793ce8d07a1326891864fb6f81916e726,270400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003046,434,conflict,0.3347999088,0.9949446619,ea53fa2624462d135acfd18ca22286fc347fd0840cceb9e40fed50f1ee505e8f,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003113,437,conflict,0.3489164519,0.9965855479,71f5f00b60fb1d2455d3aa2d1a1833b478c2d77ff3b82f3fd6efbe2b44fc20e6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003170,439,conflict,0.4534695088,0.9971641004,e622b76940d85f3d1a1c0920def28df5052c478db023f50c2b7d029f5e55b158,308800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003187,440,conflict,0.1330588556,0.9963867068,0558ea79ace82c4a41f47caf8d4264d454030b053c6d845ca9501147597d3dc6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003217,441,conflict,0.2228199295,0.9974374473,4619e968701d8d9f1c34d18999ec239d02f976c399107c16642ca2125b4153f9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003314,445,conflict,0.3487897708,0.9963442683,2e828515c879f1899f4b2f8bf399f2c9a5ac36938c5ee79b87823ede8240853f,387200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003355,447,conflict,0.6656543795,0.9972113371,e8d067b8d590e264eac06ef15fe0973dd0e35e8b5fe4621d17e6652a8fd1d2d5,459200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003365,448,conflict,0.0954361967,0.9941466823,029c547ad48693da7348c579e006d4ff65c90adeab7ae8098ec18f3317838f02,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003378,448,conflict,0.5929853330,0.9967372417,f750df600416312c0c9e0df7b57142447aa0336631846609016b6ee8e3542559,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003413,449,conflict,0.2569822937,0.9950759113,a55ebd5c4ff616ec7bc35e344bc0d992c81b7f0e89e83f41cb5f8c27ef792ede,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003474,451,conflict,0.4535723649,0.9951828420,da484056bfafb1fde5d44bfc5d7ad3c3ac57b96bd5051b545f0154d9738ef944,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003491,452,conflict,0.3350746290,0.9944857657,4695f439c6a95e06d642b3ddcbf716655afb1f2ad016d16d1c5858af455e1564,424000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003533,454,conflict,0.2816831706,0.9958710372,142e7ada4fb117b12155f08c6e9908538f7d72b95fb11cc2775f3a8628284d14,339200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003591,457,conflict,0.3778785453,0.9968194366,d5dd10a356195048614beaee3b66d872d586807e2e51b5858cbc6c4d59e96f60,430400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003668,461,conflict,0.4076006980,0.9925567508,60c7e90d5356fd61c064494ab2670de5f0de8586d46c17612e324ee8ec8a2021,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003726,464,conflict,0.1009634076,0.9963576943,1ea1ff7ea60e157e3ffaff21b84cde1df9f40db9e3c5ee1a2bf7466fd20b7c07,432000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003761,465,conflict,0.1129047805,0.9959606156,07a78e55536e5a668f243691c40f527f288f87a9a0547d6c7f0f7a44a81ead85,254400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003771,465,conflict,0.1825474748,0.9948840141,5831fb1c96f960780b6b2168fcf93d7f6d1778a2b54b647fbc57182081d4b861,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003844,468,conflict,0.3210464349,0.9952607453,ee3d96470b265cb5eaf1a30415e79d763baa38cf9bf9aee40a6fa8c2ae81c04f,465600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003874,469,conflict,0.3631373855,0.9943302870,2ac11b823cc496240ad4523706c392f93bc173754c604891e86535bb03268da9,320000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003896,470,conflict,0.2691292588,0.9952889085,e605b904899ca715211abe9e8b2772c5805fee6d5c2669f5dc4ac4a75bbe1d11,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003914,470,conflict,0.2019860575,0.9946845025,549144a0de9b7266e3fd3fde0affb53d0d4597416ee690ddf097b7132bb192a4,427200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003942,472,conflict,0.2452749505,0.9950725585,c9dc40c06069381683ecb4386228a46188b8d9c197fe7b8ced42cfd3c7560917,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003971,474,conflict,0.4380317496,0.9951594770,69a665e75c43c0d10a1352b1691cb470faa66db3ae4120d2d4d575550118fbdf,270400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003996,476,conflict,0.5624029633,0.9975970685,4ef1846d13c40d2dc65b9f3bed98ac9c97bad97028f416f03887c510468b1b86,444800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004028,477,conflict,0.3778536183,0.9942241907,06091d035100fff9185ecb18b554113971205e1654058b466bbac024050f8ee7,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004044,478,conflict,0.2228759487,0.9954347163,550f8f9810ef7f3d8b73b78c635e101f9945bcb6e73c43f6d2939c152a9b0e7a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004093,480,conflict,0.0901775736,0.9975736588,510b9d6825179636f73e627015fba2636051723876fc8a67ad2eddc962449262,436800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004262,487,conflict,0.4691189097,0.9946410358,524b74b2d26a01eb19687611b41280b943d160b41b59330eae4c141c78ef922b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004284,488,conflict,0.5159554326,0.9948933423,38b892180009c718dd0162c32ffc49686d7cc0303201464777ee57709eb3c9bd,179200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004304,489,conflict,0.2815957661,0.9956674874,6da417e08033dce8748f9d395113339f718ec8329fae7436bc4729a59de184db,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004434,603,conflict,0.0758952402,0.9978026077,8075fabc12fccd153bce3a9f8ac0899f24f6ca85f3d81e6d1ae827c840c7b2c4,227201,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004488,608,conflict,0.2122332084,0.9943384081,ef27b329662143c3f790662036a8de321af8c5c069f73a1792545af6f858ec20,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004509,608,conflict,0.1921021854,0.9946632236,c6012a31b764ee2fdfdc9737b9414a5032690961e1702df66a94fd6c524086fd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004532,609,conflict,0.6227124550,0.9944953322,6bb47d68da5830fa1e5b1d3843e5a29223a0b92f06a6c44fe5a79d5cc01c1a4d,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004562,612,conflict,0.4690140116,0.9949508011,fe90b57f8497b03eec4ffc19f839f7c91dac211d8673101780b14c09895911f8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004599,615,conflict,0.5624628373,0.9957610071,13731d5bbdeb60e6f9c54555a18385cfe0ebdd9ba24bd16b81c9a0be5359529d,158400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004757,624,conflict,0.7882181088,0.9969770759,d1cd03f3303570e6b4adec38018fb8a5838de425b02b1e15be9b723d73d1b77a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004779,625,conflict,0.3633484868,0.9974779189,e8bc56717175928107ffad580be0d61c85cc51fc5e27878b93a04a37acba7e12,350401,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004825,627,conflict,0.8933998568,0.9982274473,d7d795891a153822e9abd02e33403bd713b0308934602f77029e293b296b9ab0,396800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004906,632,conflict,0.1260117992,0.9973627776,ea9ed496686be94c74a0ce0f8da282bb3c4874c2ef74e0d82ffb10327963c689,448000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004970,634,conflict,0.4689986868,0.9973246753,44bc3bced05e936576668d18cffc03352c832d42bea17bd5a7dc7b70d93c3de4,129600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004999,636,conflict,0.0396758667,0.9984417148,6e67828adddfd3173123952ddbaf5d88c258cbb3fc68e0f3988352fd2115ceb6,468800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005044,637,conflict,0.3209940863,0.9965870380,c329eb2cfeff171fca2e67a21baf34910e197975ff98ee96b25f805545a2f0f2,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005059,638,conflict,0.2230011571,0.9943674356,49a61fefe5654f9ba2b3c03d82d91065fe7dd4c9fcba738dae42370ec93876c4,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005072,640,conflict,0.0954188366,0.9951503128,6661afa84ef4bcdd93e09f3647c4cd821607795d3f5498225c4fb91268c437d7,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005084,640,conflict,0.0637454449,0.9978061840,7f6889bcac59fee5344e7a3b43db66fbf54d80acc0d582db9ddd81283e69ad02,428800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005094,641,conflict,0.0954069137,0.9978250265,800d04b8dcde127228a3729dd2600da2dcf749d0d4492d25695287cb2947fdae,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005125,650,conflict,0.6374070321,0.9962737262,f1eebe0b4b56ffe6d1d6a277a593ca7ec2f771fffdc35f62a0e6e64605dbf7a5,374400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005279,659,conflict,0.1825417177,0.9969437718,a201133f348d5634651a76578884c8da63bab422047e6ecf7925fe33b373c584,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005285,659,conflict,0.0331017322,0.9985730313,c343eecf114ee2398716fefbc2b6b64516bb65fdc217f65fa01a1f629f0b5c62,432000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005310,660,conflict,0.8268333472,0.9973005503,455d2f9c7fa98a9cd49ec569e96ef786820a367e0a771a830b52d6275599468d,212800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005333,661,conflict,0.4075007176,0.9960707724,19da3cd954302551782fbc5343e2a4e00ed0d23bd1a51226b04bedfb4dc85807,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005464,667,conflict,0.3633247529,0.9962341785,60256882b4b05ad2243095c60a755e8ef883e2a8d72b5d97dc377b1733d4a01f,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005526,670,conflict,0.5929340006,0.9966334403,664e223ed751119da6491a15bfcfe982d4211da18f7be94a90018f9100b39d16,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005624,680,conflict,0.2571492534,0.9973638356,a9cc279f2fa2e9a8fb917c086c29a9b455eb96a886d55898f88fa5902a877990,404800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005750,688,conflict,0.5158910706,0.9949713647,d59b0cea3613273860bd16ce9eb3b59a53b3537cb521d272371e6a8ac2f206e5,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005895,698,conflict,0.0716430752,0.9978989959,9225a21bd2a4e729f1bb7d307ecd2e665f3f81142199d4e66095f37fe2f57994,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005904,698,conflict,0.1330437038,0.9941771477,bb93b7230e36aaa27d4d644a749ffa85903bc3e1d6cf349087aec7ccdf9c6df9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c005927,698,conflict,0.1128694149,0.9968022853,4c5410ad5285d055b5279b162ca4d8ee54e5ccff4e47cb0b718767de9bf9f57d,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006005,708,conflict,0.4075789708,0.9945622683,463f5ed4addf65ab220db3894abdebb121810355f73706d695a953d084bc01e1,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006071,712,conflict,0.4227396328,0.9968898892,1422ea9be5c91fa22b5b2fc0d683f780979c2fe7c59562ffa2d54f1d2e3b0430,336000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006146,716,conflict,0.7188646838,0.9977359176,4753887220a0038b78e21841a654b4287f0697f64b4e4447b479563e64edf9e3,238400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c006179,717,conflict,0.8267830809,0.9972966611,0b1bd09614100721649f009e2c2636e733cf409aa16125ca7fe0691b503e2e83,294400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000045,302,agreement,0.1481389912,0.9962107688,e2d2f8bdb4de658d888460f9a4fbbb01d0e5bfdc626b290f053b2811199c3eaa,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000141,306,agreement,0.1646644998,0.9948388040,aabd35f1049063f741f445b93f649d08d6c7f782ace97ace2ba04b5e812db041,323200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000193,308,agreement,0.9467068360,0.9977498055,218e268b8d11dff886a4339e3ba9822d11015c427c95a7fcf42f9f3e3ff3fc39,385600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000301,314,agreement,0.1192829962,0.9960116073,53184efcf60283b8522a55c1b671a1a634d4d11450a5838d2b3a974fde8b1123,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
