id,speaker,arm,p_yes,answer_mass,prompt
353,353,full,0.1128872503,0.9949959144,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
354,354,full,0.0901843649,0.9939177558,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
355,355,full,0.1481555776,0.9947410375,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
356,356,full,0.0759439239,0.9958675727,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
357,357,full,0.1734773307,0.9957720190,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
358,358,full,0.0567047649,0.9968798608,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
359,359,full,0.1647203475,0.9957003295,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
360,360,full,0.1260977832,0.9958890527,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
361,361,full,0.1067864590,0.9948061258,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
362,362,full,0.2122811216,0.9959667176,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
363,363,full,0.1562791248,0.9966583252,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
364,364,full,0.1405017761,0.9953166842,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
365,365,full,0.3348298761,0.9967013597,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
366,366,full,0.1405571127,0.9949346930,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
367,367,full,0.1260670335,0.9964629263,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
368,368,full,0.1260679832,0.9972214699,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
369,369,full,0.1068257497,0.9959541932,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
370,370,full,0.0954789830,0.9950887784,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
371,371,full,0.1331132211,0.9962168634,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
372,372,full,0.0954902266,0.9962815642,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
373,373,full,0.1260884669,0.9955794960,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
374,374,full,0.1009950831,0.9967108443,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
375,375,full,0.1068024956,0.9955667779,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
376,376,full,0.1009665651,0.9967735708,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
377,377,full,0.1193474804,0.9957961440,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
378,378,full,0.1068211227,0.9962261766,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
379,379,full,0.1010393386,0.9950948209,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
380,380,full,0.0851983956,0.9952135161,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
381,381,full,0.1331363109,0.9962071627,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
382,382,full,0.0676394169,0.9963813201,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
383,383,full,0.0804380423,0.9963021949,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
384,384,full,0.0852072707,0.9963168874,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
385,385,full,0.1010153371,0.9956548288,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
386,386,full,0.0902229125,0.9962189794,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
387,387,full,0.0954713658,0.9956699684,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
388,388,full,0.2339152746,0.9955569953,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
389,389,full,0.1649275813,0.9942759275,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
390,390,full,0.1405242329,0.9953914434,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
391,391,full,0.2339107533,0.9951596111,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
392,392,full,0.1129150706,0.9964507744,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
393,393,full,0.1068857753,0.9948803782,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
395,395,full,0.0954694410,0.9963091463,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
396,396,full,0.0804589036,0.9962074086,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
397,397,full,0.2945904298,0.9928537309,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
399,399,full,0.0676525973,0.9967583343,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
400,400,full,0.0852031166,0.9965858236,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
401,401,full,0.0954812193,0.9956752136,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
402,402,full,0.0852223664,0.9948027134,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
403,403,full,0.2816916183,0.9960435629,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
404,404,full,0.0716455552,0.9964631572,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
405,405,full,0.0759495942,0.9961483404,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
406,406,full,0.0955060609,0.9960074052,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
407,407,full,0.1261134849,0.9959658086,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
408,408,full,0.0601515200,0.9973420314,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
409,409,full,0.0954526397,0.9958952740,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
410,410,full,0.0902032362,0.9970575050,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
411,411,full,0.0954603946,0.9940135479,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
412,412,full,0.2122685100,0.9955340028,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
413,413,full,0.0954471978,0.9963340014,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
414,414,full,0.0804666023,0.9972603321,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
415,415,full,0.1193250509,0.9962311462,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
416,416,full,0.0954609808,0.9955158085,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
417,417,full,0.0759605833,0.9970726669,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
418,418,full,0.0954931453,0.9960967079,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
419,419,full,0.0804510370,0.9957664758,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
420,420,full,0.0804566685,0.9964171425,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
421,421,full,0.1193414655,0.9966252819,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
422,422,full,0.0534569782,0.9968924671,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
423,423,full,0.1404655952,0.9973703325,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
424,424,full,0.1129038048,0.9962108135,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
425,425,full,0.0852118518,0.9961750135,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
426,426,full,0.1482678108,0.9951920658,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
427,427,full,0.1260636319,0.9961700737,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
428,428,full,0.0851940898,0.9964500442,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
429,429,full,0.2945267829,0.9955203533,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
430,430,full,0.2944573497,0.9971255958,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
431,431,full,0.1563294413,0.9950763732,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
432,432,full,0.2122889408,0.9959654808,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
433,433,full,0.2453968713,0.9960223436,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
434,434,full,0.1825826218,0.9962154031,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
435,435,full,0.3925800870,0.9973427951,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
436,436,full,0.0851782135,0.9965024665,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
437,437,full,0.0717102409,0.9970856905,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
438,438,full,0.1562572053,0.9962927103,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
439,439,full,0.0901613531,0.9960719794,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
440,440,full,0.1009941178,0.9971734807,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
441,441,full,0.0954354708,0.9967171028,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
442,442,full,0.1482374196,0.9955275804,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
443,443,full,0.0851823605,0.9970710278,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
444,444,full,0.0804549511,0.9961830974,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
445,445,full,0.1128791778,0.9951000735,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
446,446,full,0.1193762325,0.9955764636,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
447,447,full,0.1129191130,0.9964133874,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
448,448,full,0.0901750649,0.9956516623,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
449,449,full,0.0901724728,0.9962416440,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
450,450,full,0.1646458724,0.9963569790,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
451,451,full,0.1735793644,0.9938860238,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
452,452,full,0.0852317674,0.9953483418,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
453,453,full,0.1331104754,0.9948730171,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
454,454,full,0.1128760917,0.9955680072,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
455,455,full,0.0759311228,0.9974163473,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
456,456,full,0.1129208035,0.9961120486,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
457,457,full,0.1010385143,0.9958207980,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
458,458,full,0.1331120831,0.9961127639,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
459,459,full,0.1562640919,0.9964294136,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
461,461,full,0.2945249513,0.9958307147,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
462,462,full,0.0804505841,0.9964103550,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
463,463,full,0.1068128604,0.9960985109,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
464,464,full,0.0954683955,0.9963581413,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
465,465,full,0.1921530026,0.9959972054,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
466,466,full,0.0902190947,0.9950320497,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
467,467,full,0.1260671367,0.9939089864,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
468,468,full,0.0901964169,0.9958255142,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
469,469,full,0.1482940481,0.9966227263,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
470,470,full,0.1827052526,0.9955737442,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
471,471,full,0.1260581923,0.9959379882,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
472,472,full,0.1482363581,0.9961450845,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
473,473,full,0.1129283436,0.9964433759,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
474,474,full,0.1068829177,0.9964024201,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
475,475,full,0.1068297689,0.9963183701,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
476,476,full,0.1646978766,0.9968241751,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
477,477,full,0.0954510587,0.9958670437,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
478,478,full,0.2944953474,0.9970488548,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
479,479,full,0.1068058367,0.9951164573,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
480,480,full,0.1193777855,0.9969588518,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
481,481,full,0.2944918753,0.9962369502,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
482,482,full,0.1261384208,0.9964757115,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
483,483,full,0.1010230303,0.9954372570,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
484,484,full,0.0954386233,0.9967181385,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
485,485,full,0.1563386636,0.9960204661,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
486,486,full,0.1260504146,0.9963150769,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
487,487,full,0.1404912508,0.9960857630,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
488,488,full,0.1129185351,0.9954275042,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
489,489,full,0.1482224577,0.9963873923,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
490,490,full,0.1068015667,0.9958424121,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
491,491,full,0.3489844045,0.9960390627,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
492,492,full,0.1260849331,0.9948237240,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
600,600,full,0.1331261592,0.9969538301,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
601,601,full,0.1734966232,0.9964725822,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
602,602,full,0.0851470416,0.9972553551,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
603,603,full,0.0759593388,0.9970243648,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
604,604,full,0.0954798931,0.9966092855,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
605,605,full,0.0716794123,0.9968830720,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
606,606,full,0.0716689026,0.9969999418,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
607,607,full,0.0954428955,0.9972743765,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
608,608,full,0.1067934131,0.9953668714,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
609,609,full,0.1260611743,0.9969447106,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
612,612,full,0.0901759414,0.9962747917,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
615,615,full,0.1331151880,0.9949347377,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
617,617,full,0.4230236168,0.9968783855,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
618,618,full,0.1068094833,0.9948007390,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
619,619,full,0.1068294216,0.9941881076,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
620,620,full,0.0955189603,0.9967405051,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
622,622,full,0.2692288955,0.9959383011,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
623,623,full,0.1068674229,0.9973883852,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
624,624,full,0.2339339296,0.9971764982,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
625,625,full,0.0676084872,0.9980226979,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
626,626,full,0.1735571117,0.9932849556,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
627,627,full,0.2340024943,0.9975742847,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
628,628,full,0.0759680969,0.9962129891,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
629,629,full,0.0954180134,0.9952707142,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
631,631,full,0.1067974877,0.9964299053,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
632,632,full,0.0954904779,0.9951151311,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
633,633,full,0.0637685973,0.9980721474,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
634,634,full,0.1483237462,0.9952637255,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
635,635,full,0.1193013165,0.9950806946,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
636,636,full,0.0567121181,0.9974223301,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
637,637,full,0.1261022542,0.9944332540,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
638,638,full,0.2816374250,0.9964940548,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
640,640,full,0.1646684052,0.9972056448,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
641,641,full,0.2944799647,0.9937526286,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
649,649,full,0.1647130707,0.9957277626,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
650,650,full,0.1010082145,0.9957355857,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
651,651,full,0.1129044232,0.9968053401,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
652,652,full,0.1331378630,0.9969361424,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
653,653,full,0.1405057059,0.9963572323,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
